time_s,temperature_C,humidity_%,dose_rate_Gy_s,magnetic_field_T,vibration_level,airflow_m_s,particulate_ppm,ps_voltage_V,ps_current_A
22,26.94508267734806,53.23563512615468,0.016125152678416393,0.4108228521726818,0.9966911938042865,2.7953999112418217,18.286883655413845,11.817852552776694,2.942876912693027
23,24.190941035862394,38.27945612405331,0.013022954293622548,0.3604379590870974,0.010085540979743568,2.374955375793315,17.419472652476152,12.041825555494626,2.5376818883490406
24,23.643344355673786,50.87361031632366,0.02247923004519006,0.44823966181824115,0.9725672828984422,3.8035808164576324,8.3648759643722,12.001042669394703,2.5385473175571986
25,23.79573289902354,52.397587949397106,0.024433052412560077,0.45061478665845905,0.1222100277802961,2.572270143816639,10.708079527616723,11.98635116367907,3.2736103467076263
26,25.564618371106697,42.08337533040341,0.024328269047934368,0.4165695334259041,0.5369505377193622,2.6778443865726635,10.169652334946758,12.050797534446788,2.4839883593335443
27,25.230888128728157,52.357231737018566,0.01023190236384875,0.3693801706208243,0.24636980928343966,2.5421284796323325,4.442125027589341,11.798084464889213,3.7558988486140326
28,25.325465223191976,36.92008218477618,0.003540163056663173,0.37708476900828214,0.6063910373940332,2.2926567161531897,13.298750023576252,11.820219558316891,2.9717622044127086
29,25.361642006015764,46.4608356545819,0.022623884365307285,0.41423380326491993,0.03702659170039768,2.9749352044510293,15.380581621661387,12.197250115857024,2.6911967242224932
30,28.783295201740923,32.199093713109654,0.014940809585173482,0.33440354693933105,0.2383326806727939,1.9204862233696056,14.62755525241951,11.970813899771205,3.126065472258662
31,23.68716996723077,41.848355352309845,0.038383123796867855,0.46638924405665566,0.3005756331989723,1.4990187997945332,12.131015200858315,12.119288259101971,2.2614277302880557
32,23.475514541856924,35.4332950539587,0.03884509696014946,0.4850104544337919,0.9156071820796838,2.4249026877382365,15.768636241150435,12.24480831958992,2.8999296330752657
33,22.872454543504244,31.569081948265072,0.0399068979439604,0.3882022575079865,0.5836295468484622,2.9077818603312404,7.458616634600114,12.169148613288705,2.9383975917025094
34,25.73195884515099,30.093137701940517,0.010598890989652868,0.41780522462154035,0.7082097223597236,2.2096115524001396,19.27312636765207,11.726042430289604,2.6201385722877575
35,26.757944585441784,38.11880291102021,0.025693690867420935,0.45929010214246635,0.6760151833170703,2.593245272161582,8.911671573473267,11.976700239556024,2.810465681761521
36,24.27210508469025,44.73826486341907,0.028709525172514842,0.4977780419283845,0.39228833659918283,1.889651839301636,9.355969403306295,12.208166295969155,3.4578069334728156
37,22.819687046074943,41.380758691278935,0.027583542335444022,0.477849066774535,0.014021068562085626,3.0313316551470777,9.69913695036794,12.104549113009424,3.054975069128111
38,22.85103756861752,37.5442324629874,0.016456020558061415,0.3132231243320604,0.10702076326620091,2.8259548163021906,9.407413140574274,12.0367882486779,3.1198402011860993
39,25.801185575649402,54.78000076940628,0.03279164902965326,0.3842223155836241,0.45880848440370003,2.5098641595591054,11.229103774110847,11.67208996999718,2.7639521706332086
40,25.986508342406886,53.48812599949194,0.02000474986366523,0.42503441257416097,0.9412947788679003,2.5843648939457844,11.074220731777725,11.876696195608124,2.6029801890272637
41,25.58630853661039,33.14133267093742,0.021281061249354395,0.3752891351549034,0.24875780743354114,1.8032123683524741,12.51855993854366,12.013865445809303,2.92768195001917
42,23.168980585422613,40.37768566671237,0.004621665482228565,0.4891383372520183,0.6983187196184539,1.8255533381106988,8.725211442635038,11.714820196251434,2.2627132886044845
43,24.96432264613344,46.22117334984027,0.026447649695729887,0.48146875864013167,0.8265958431013569,2.439004288113332,12.666417424080661,12.15872714058543,2.6709559980810607
44,24.733371618281456,48.33726993824842,0.017395882864275892,0.35920349293706355,0.90678528418276,2.756867405362713,7.63829082444893,11.976478856328644,2.6242500155899915
45,24.937377193458026,39.15930387273726,0.02464778862100525,0.3918799990047138,0.293486412007701,2.782189335470635,14.929898879943444,11.6040697104954,2.3883701236775225
46,26.24285755589638,48.657045318383695,0.02235113699804618,0.36252229319051815,0.9312831745607538,2.3185335629430086,14.880280330814859,11.886677784495882,3.194765235201397
47,24.947191097549364,33.103750322766956,0.02180936576663771,0.39024357779469154,0.6079822605381794,2.8726891781457136,11.976852358242544,11.942734808953347,2.9608481403815423
48,25.85782712614379,38.29531563144262,0.01954286427533316,0.38872838253333086,0.5084067841177738,3.2103957637067864,9.401211514589152,11.974025259185126,2.8140989511289503
49,24.635158138977783,47.91082939389763,0.02786599734660454,0.44771289573734296,0.7783926318608847,2.4556662916678844,13.244533250604038,12.283924233746552,3.201304900163423
50,25.078238797379967,45.64206975650938,0.01801107463114934,0.3555767668133083,0.2387126133614652,2.6548319533058886,8.449411349623976,12.115692072402672,2.506718610691399
51,25.76257645167708,50.93025537154138,0.005448025805470167,0.26916251975221184,0.812580231540964,2.396072934832937,12.13816092534585,11.72690874440739,2.5969263134688
52,21.585688360288668,31.171425566678877,0.02568955606373934,0.31977284588825905,0.6499626944417365,2.436846845515744,11.392738869782294,11.702098339685763,3.3351976674102883
53,23.860657567285397,34.35979294557622,0.011909944750883614,0.3485849193646635,0.7993661288453502,2.584782161479164,22.519633734657052,11.946636699818407,3.6844221020181616
54,23.55925469141441,31.212364556799162,0.006757381573178603,0.36721542055014644,0.8557221950494591,3.3516321445269326,7.091789936060945,12.025242055644886,3.2052679665555237
55,23.222244303513317,34.80285560623028,0.009777566658574018,0.4093587200307607,0.6173474430237816,2.957638188622775,1.3307601730890841,12.198476897828556,3.141471535051752
56,23.94971549754663,30.107070265823374,0.02283332379356921,0.34601030472355704,0.03673510800846924,2.91259221688109,9.449678227577031,12.345978662882489,2.825442435659522
57,27.48988262246879,42.60525754197165,0.0190348119690515,0.3394449704870034,0.2977476601316654,2.2731285668744654,5.137873523425642,12.356844503493997,2.832340758258204
58,22.768337768613513,43.20785988920639,0.0,0.35352762911739455,0.8780197449615861,2.0509124256041456,9.093220556204265,11.911529993065777,3.06818077711041
59,26.436556709182963,46.447294535149865,0.016163440569473303,0.34421729994201095,0.6269565109606975,2.6947677204780214,6.809583449443327,12.18691026963037,3.411869455409034
60,21.13426045676839,39.62281118002609,0.031692312249747646,0.37227531278521775,0.890056362620577,3.1218726569873834,8.381997349862912,12.085125739784718,3.1279629208438857
61,23.83022994002845,30.0801922671296,0.015487043290666212,0.37013563020524676,0.3845285020492878,3.3617021992664076,7.740361363957022,11.781842693595447,3.2873874068495685
62,24.825506130210012,46.847278860190926,0.018345234465724076,0.43445284084869057,0.5047274558073246,1.273681405367149,15.851805932389158,11.622421034238,2.725131451018048
63,25.672444662718558,31.357277193697815,0.030429914373271527,0.3505235307465189,0.8625924421709139,3.7231941462967084,11.805882090619777,12.028821631919925,3.185077587979372
64,25.92245315958571,51.6542607704436,0.02795489258204536,0.38212016858351144,0.7620313577583628,2.7084934741238427,16.30181121256757,11.700966199277975,2.79859674493456
65,26.086694470399852,30.566349692698434,0.030217510876517112,0.37274886600416157,0.3775011312872688,2.954465182081896,12.161925936681584,11.829708109518776,3.0420455342162587
66,23.802549855503123,43.261878081415816,0.0,0.4404442488018784,0.022630286041455228,1.6300279453022188,15.71435969185687,11.863033442022473,3.184746261177344
67,23.575296414670866,52.37294705963802,0.03733523038442111,0.39228603619911484,0.8803395631577052,2.381547081617673,10.791419586250896,12.043750266483853,2.8406300748672684
68,26.215951762514308,44.312239394719505,0.02636400435427929,0.45253483616995976,0.7863568464828194,2.911423958448604,18.378208122169305,12.256124240879991,2.6948766629296457
69,24.11739135023677,45.21041866359825,0.0446147641402415,0.3423814911997596,0.4491608307164643,1.9126261206407682,13.883872715130925,12.002548691661291,3.108778759416152
70,21.948627353324156,47.04027120843514,0.012176739692257162,0.39753166957825903,0.5462404871401861,1.0558443150162282,8.880715516133826,11.892223497319492,2.959568388127392
71,22.23342557199304,33.060221193261675,0.0023654939435108976,0.3712054491485034,0.20431201713405467,2.667752676151624,14.476598407634668,11.586306614000552,3.0408390752961645
72,22.661095427996777,46.87317752026399,0.020072184567251763,0.33869769510571984,0.4121010898358686,2.4751086684185917,12.108393583634022,12.091674709933212,3.1971431411497537
73,25.494321488107527,52.00887205032038,0.01724627670242839,0.39662444795074714,0.16319542701145384,3.2206685439384195,11.189969271483541,12.005712302577505,3.39218581673624
74,24.78485147214113,54.355520820882916,0.026536639836148214,0.4866463879117612,0.21056957359083595,2.4200407620576923,12.38408513539248,11.890062617248047,3.1989795893574597
75,25.880970708135536,41.07629998395868,0.030749283445863557,0.35735455985369335,0.8463694933234275,2.4566406034587525,15.004998936461302,12.233218352907935,3.159582133921727
76,23.645494707326932,38.61262129193867,0.01912705855120503,0.3936272509081117,0.3624723777781693,2.848838752818416,3.529949665342274,11.76183921133169,2.8498868638938015
77,24.817079382153427,48.832740389907926,0.017592919541872743,0.3343884190203725,0.8147233229263613,3.016760217798241,10.596238209090986,11.863023749161538,2.8959479239730572
78,25.751180787934672,43.571857202382866,0.025227198195161272,0.32703861140479956,0.4738998640477783,2.1456257836702783,14.730682858390256,11.950994441033396,3.1363509739548032
79,23.881306920559524,36.432616361375764,0.017436713343075023,0.36063738353285496,0.07077777590577183,2.9722493797885106,12.992909060092211,11.887563314563472,2.8910253952469254
80,25.413550475114825,34.303947124242576,0.016600178991032125,0.377500849418541,0.36152718860620114,2.239133086535192,7.494476042394851,12.110150883890103,3.135107937990955
81,23.1761481178667,34.25575751481859,0.030371349386752858,0.3797208479534425,0.15827345461101494,2.5082608018632895,2.5289505179644713,12.092782766098164,2.755314831323371
82,23.773892306869858,41.4794259151538,0.03259777856903573,0.3886987492460387,0.6935764146263426,2.835384871403679,18.80370666718328,12.21019400511683,3.578804881101706
83,23.736524212003342,34.25311014039125,0.030839662438630937,0.31758336796483155,0.9113940468174694,2.922568171939,11.251671802494823,12.100464074075745,3.0581034353936882
84,22.10832070882192,30.492973600287144,0.018317702872744746,0.3687026894246514,0.7630755641133439,2.6591574532023623,18.056198034996164,11.976925273692997,3.0384015585252153
85,25.473944961571164,31.30221937424225,0.0,0.4250879236701838,0.7784376086460458,1.9597223364834004,15.179850999290855,11.932036423253193,2.8552183703880205
86,23.561195319594553,53.24711359882414,0.01851793913607152,0.33208774635527316,0.8618665466937664,1.5648726453823745,8.825545773772559,12.09105553114273,3.573906222911458
87,24.524988237455375,31.824033529003394,0.012420199873229513,0.38224271525774645,0.7766646507819148,2.406022005887774,1.9942648436653538,11.961938779156952,2.6240129151804665
88,25.46149331781182,31.82951726452399,0.01870274980989412,0.4146421879969034,0.5685732524066918,2.9856424293548818,10.151402303222202,12.009445447003369,2.789094946785862
89,25.39306235205989,41.279711138338314,0.013289091072823913,0.3608866538988165,0.7142762894600024,2.7248487206988714,11.851030533991127,12.101936657639273,3.2560775132163347
90,25.830770217945574,36.12750705837581,0.01979260144534398,0.4170762198080424,0.4159547538959927,2.6210165036900186,13.802640086310412,12.027711171609194,3.0718969340821505
91,24.303029030981154,54.067346304312444,0.009607243707684357,0.32394368603074847,0.07078797589879349,2.4964867217667583,7.556485573416499,12.06171903352197,2.826969642013014
92,23.653403375911694,52.774645987445105,0.0071928256328162125,0.4444224786466103,0.7055797953447873,2.654550921735843,12.712026332210757,11.841815662291124,2.8355737182224723
93,24.3405635781872,40.11858121678168,0.03222691482570892,0.41829003665468484,0.7216609640901431,2.0029544115230404,12.710567630319288,12.269941122244132,2.912732732957131
94,21.12533113208394,41.21828798540648,0.010303423866323465,0.4027832701754734,0.22372259042900566,2.8901009095826407,15.943812665046513,11.778665423042971,3.0306418989501553
95,21.605775055153824,39.37784132688925,0.020003316252563536,0.45624090131529205,0.9539415638253056,2.9231532292110747,10.772771945609408,12.08783954635682,3.4660893094244383
96,21.854600775291196,30.946652916078207,0.029545148466028355,0.3835325470381693,0.052511432639493205,2.3223672458283606,13.771037585138235,11.902831863606446,3.181548553401128
97,22.505506344797038,37.321170981367715,0.02914304126229573,0.3691071943769044,0.7359590482778835,2.718503815325819,13.153747796573724,12.216469208755207,3.3070005623823557
98,25.299548453446874,33.0668367402996,0.02794848204915351,0.4686272142048623,0.9684783886273255,1.6417252678149974,15.502346692470445,12.176748168997973,2.869717734993987
99,22.689041889279878,32.55925825037807,0.023028665145015354,0.4920382901117398,0.3091497776999804,2.5900239579856663,8.720358291928447,11.999590037444811,3.1547188804305795
100,23.74367489192122,44.0215393234097,0.027240033085368497,0.36532811469411186,0.9124654181083803,2.4334373695291664,0.0,12.310944078923345,2.533563285546026
101,27.09845659557213,32.469121442839054,0.03373088132606154,0.39431283814460927,0.8264362532304692,3.1296164534352404,11.052547957908226,11.962520156072243,3.0546411627411434
102,23.78747205787715,32.57328309488159,0.024250225939953733,0.4522521271630727,0.7441094652712344,2.4006786214074696,11.076135163532935,12.176338377863996,3.0353881161256178
103,25.975031136934174,42.012842870483716,0.0016279765318581649,0.3960927499094614,0.953791567807862,2.934332256690473,7.369924544471497,11.854753832088466,3.5464250372089547
104,22.632764639980245,41.05705912806597,0.014714667938499033,0.4297294254368992,0.6540570748084019,2.3044137444087496,5.967757161448748,12.080994761519511,3.4672755132914252
105,24.08912488426474,33.44086962830924,0.02696370071722088,0.43902017987441916,0.4948806523657331,1.356949642712449,9.701196179366299,11.813507935142509,2.9224680302281616
106,22.599955890178837,30.111225620221575,0.013729040662905957,0.37188477122217284,0.6756810218020656,2.3872318395948837,11.54049104835368,12.003894252673923,2.7548579208377193
107,23.821933848198874,34.824361044196095,0.03620106139458644,0.420963733170013,0.4118237925774374,2.598378627556719,12.381711549271412,11.989717569252038,2.7630924256119216
108,26.18061627491479,35.89730635455102,0.019368201718335684,0.3996903652745032,0.3248871734128852,2.575418751844254,2.8587778548132174,12.175711760802193,2.9116064713046024
109,21.0453591536153,50.00621109022169,0.020852487713594364,0.3391565703303119,0.08224562503152744,2.582975252636739,4.9858400727791885,11.865850011914583,3.3905222965200634
110,25.368847287091715,52.885958763180376,0.031247441989017355,0.35051736767858,0.3780085784103957,2.2467728988172166,16.51822208238897,12.614670067535531,3.1244722446624076
111,24.975471204664554,40.14860993719924,0.018171501026907073,0.3673791537801816,0.8031950584856857,2.338136212127488,11.241567425883208,11.723582647757569,3.1554025466611026
112,23.31170008860641,40.12566816252445,0.02176277035728186,0.44642599254013027,0.9454357882565474,1.9368280777097335,11.990265459705906,12.046589833628067,3.243362053997097
113,21.60788429122309,47.81203209399667,0.028991234839991123,0.44806790811566644,0.9751517175730425,1.5016971672454233,6.666973481338394,12.05755813904786,2.7017528415163308
114,24.64425901542774,45.67305039261723,0.005277293841663137,0.4374956459160809,0.20652587096001496,2.446770498310054,11.982385329335916,12.107618774253456,2.7872822587747166
115,23.441014581872395,34.60350466733523,0.017147018376124503,0.42200553516328093,0.5714317619759536,2.1273984587509425,10.497316076031062,11.896921473085202,3.1560698697390484
116,24.965352422709408,32.692228057396534,0.0282915329537912,0.420641315357822,0.5757481583675101,3.0399177894998397,9.52587139554815,12.048354097449518,2.766323407307702
117,24.543704291046886,40.94029726637627,0.020656001483425942,0.4138780224777415,0.1760475445553369,1.40900815682657,6.152663318658147,11.887110352932984,2.5420776016313966
118,27.70355778264183,44.12070907906907,0.034673338120774805,0.42037985277108175,0.5816282027694392,2.645509399572146,8.526051474673013,12.374628053255575,2.6752253190624566
119,24.02128874505395,33.46769007897023,0.004240766418130818,0.42376812918321016,0.3627628403177876,3.5607436324369734,19.8880698720891,11.872978492493797,3.3163083518063754
120,22.453005014756272,37.33183733521111,0.003099982320538666,0.32977889171363095,0.9424064359661544,2.408576784241247,10.602117667854582,11.970395839121625,2.887775707708991
121,24.85855126991263,37.648574910764374,0.02769686516622718,0.3604876427027881,0.2552022002257164,2.4986259546589786,15.158478476255903,11.867333266512654,3.0677552049997945
122,24.93999336794353,36.5324550256041,0.028658072149327748,0.34855391877589786,0.8349611955083494,2.7131733849857453,11.214408804850677,11.839947035258659,2.6902421451889875
123,27.218375150480874,41.519031657294775,0.018067499931681667,0.4553572503827005,0.8968556283127211,2.752259728602864,10.751535891406403,11.719782684200514,3.1138210057290943
124,26.170222491829158,46.32658960799346,0.024003944000457245,0.4827050051791807,0.7358722555328657,2.295746331719677,9.455989462408983,12.134413337236943,2.919122367577949
125,25.21374211829902,42.73474709039981,0.027452069776314068,0.2915476039793913,0.2146772778894641,1.9958518949759205,17.3825279770799,11.865436358491431,3.133859406365328
126,27.426605782439125,35.0364140561836,0.011861367941482535,0.4782407305935831,0.26036906836646867,2.8263603987752646,13.492287584924432,11.840569971479354,2.856635597581302
127,22.122473891354296,32.573476176185,0.01293151624950701,0.4043360686765765,0.9711178654697421,1.5459693062915107,8.84156357912144,11.807366191530303,3.1512852020597717
128,23.220496934500506,50.54676157246751,0.021897261791986367,0.4506359909579351,0.07582906612114382,2.9161141600252045,10.423559934289143,12.060876748398188,2.8418962127077654
129,22.64684811718895,41.982617067944645,0.0290408895989372,0.42532335772924484,0.11708590720412604,2.3041007379659066,16.30362804511615,12.004334901829399,2.975903165044337
130,23.720380393688465,31.55347960334693,0.008340430736420153,0.4720197526799961,0.9785697343780232,2.501542577043575,0.6458463501735654,12.005251653981972,2.918495992129571
131,21.74662770488738,36.45303749123895,0.018020523680649807,0.4104871216678748,0.77689477419072,2.2371960643758144,13.242008880861857,11.847727903467465,3.007871282908778
132,25.770301893628808,50.10084445960387,0.017557633682955612,0.33182727705935416,0.7463838510602108,3.215441311760812,14.15040590195769,12.08704655626695,3.0837193638793554
133,24.055554605802453,48.79315811933875,0.02417959105042764,0.3947162558113395,0.16020776114570034,2.6245053537122973,9.001014297702834,11.867530254410603,2.851528949133021
134,21.558387410994683,51.895415822434444,0.019913016299911657,0.4257828023053403,0.48893883152641904,2.3391310066939264,12.618377228269837,12.014036243347482,2.9641145091815124
135,22.468841837584918,45.0521956500423,0.014541164161971407,0.3892019449232821,0.8407626024845618,2.325048552179127,14.009239459858103,11.972053347223575,3.0559459662244666
136,25.12702769490039,40.572648358951376,0.03248565780757406,0.43288658610763353,0.3288707012092227,2.4259214326660645,7.075414021763348,11.662303043973154,3.152306184522988
137,26.176253135788762,40.665874938861265,0.014607425183791801,0.3967151305679778,0.1927651324144105,3.6984700882668893,15.367740812365115,12.405756803944456,2.9771744002483027
138,28.493461783383573,34.850001112323596,0.017079036369785465,0.37022453404425654,0.010945317768133012,1.8414558215101824,13.189360480165899,12.114957537306672,2.733884161730381
139,30.32772493201466,46.26997403794705,0.004085023640803764,0.34570108083442297,0.622542484860761,3.041441090482871,11.388105304335568,12.036041217138989,3.0259362585628304
140,25.32881886655199,44.62671890232135,0.012863741231541048,0.3804092308733328,0.2938103102817945,2.784052643544978,12.41971355408883,12.067607178743106,3.2011031932158116
141,22.52092375993627,33.8716102857209,0.0251607607633905,0.41022858248501637,0.8636724268785406,3.269905876206038,14.828769611525342,12.410466031221409,2.6000604928274518
142,20.23590743853738,52.141573001134375,0.023206019563548598,0.30203040978720247,0.28351808675954027,2.814533397595761,21.264465846921993,12.227373287328748,2.6035604942360133
143,25.035422924687673,39.21170508276492,0.02599516990065762,0.36099617946424883,0.15157581218450333,2.501681500183409,14.439785610687807,12.06975280271856,2.801336566071896
144,22.87411780937935,31.24346913802671,0.025509822859456705,0.3001653977612801,0.9604475120043181,3.0100138143101898,15.242329955246543,11.858338296875939,2.942300954806339
145,23.669285479640628,38.197023019494594,0.04087714036295154,0.369146257301098,0.9647770122545095,2.614884412174647,12.774107322652823,11.889891743241867,2.340925641184685
146,23.275806401880384,51.74641786778939,0.012521411725530899,0.4598657367143612,0.6850238283527401,2.8774780153031556,19.60660518332989,11.639348724496324,3.1722270367434406
147,24.21841822716723,52.92391464654462,0.003805762565652116,0.34069418091355824,0.9283857025962712,3.2141097319096144,6.136026066503169,11.926343519294939,2.945240413811592
148,26.631960461575286,42.25996043149084,0.00949447003928476,0.4351579872930665,0.16183358124878278,2.5462599869112417,5.050392774127335,12.132367674095054,2.2946700163416347
149,24.81409713489069,53.90849850183545,0.012963481641684087,0.542441256365616,0.4603408599702943,2.2878075091741925,12.612130918610362,12.126725779654501,2.6660494520456144
150,24.182730325922623,51.8810452302994,0.010256730633830891,0.47267690656286754,0.20415889096427808,2.1780940678754503,14.640568739427877,12.123229199139455,2.9098247612772425
151,22.428692494348375,50.63076792748063,0.020936608476448543,0.4066756690195606,0.4787832581950291,2.7252702037983827,1.7015375939522155,11.896927183598304,2.4682387974460367
152,21.150634110591287,51.49275161705515,0.03252654905557022,0.44292172278982417,0.7911779987468056,2.0609157955269914,11.986257488590294,12.110208716476464,3.2911383585760183
153,23.52738418185334,39.54688530422059,0.03539659072969915,0.33151585987816046,0.8449278470000635,2.3250975178596702,11.278040965446781,12.164836807957682,3.0560499270084587
154,24.39243489836336,48.91172351888859,0.025043085018466044,0.3213292673294723,0.004164394267699989,2.01621561914884,14.976632754039958,11.554609252168675,3.203456849437715
155,28.035859827159765,44.43347507690373,0.04141272215454016,0.4014349054539697,0.38950339669986234,2.754169559209432,13.71494216528211,12.06088449305029,2.691293801219807
156,24.760549042945772,47.99210004350766,0.01643626943433581,0.4199305281734206,0.9940686871124756,2.1239221147105445,4.767112580531983,12.416210152628725,3.123411834783538
157,26.465479022046114,34.444652689519366,0.003674809579975735,0.45472021421246206,0.5893149618150351,1.8566335438095725,7.679771033777036,11.941707094660195,2.801807001054159
158,23.501408802921695,48.28484779437355,0.030531780678881695,0.37156189292993425,0.29619592969795183,1.9446122885405694,8.772841311852035,11.49563607182621,2.9422593753001003
159,22.13011246716595,53.939810854854294,0.0016140560825093735,0.4096697742180823,0.38899426004176285,2.214455819537851,14.955780543741552,11.837468229605138,3.1058490140358224
160,22.569766475535257,37.56658305953574,0.012449969773001958,0.40795557782764874,0.32256374663379284,2.259849590551613,13.498584928060835,11.637092141772708,2.978980440777559
161,23.049547870928492,54.65403309889068,0.025201122324227963,0.3934302947211767,0.4475984300304344,2.62572632277675,9.517101271913624,11.873128026374658,3.242525898111319
162,28.756939464870328,39.459400370134276,0.01897618519951219,0.39637625619329997,0.44448663359163554,2.419188355653431,12.578188943873178,11.755186803769616,3.041723315283761
163,22.85722664155123,34.99308742552582,0.01809047237128494,0.357264774868022,0.5068633051974636,2.6851553968788524,7.767973708933588,12.186171089484171,2.8610620677398337
164,26.17697840747269,32.80715574500596,0.00819209967179994,0.41398537041924816,0.46450600719232327,2.7253062622708617,20.19855480245608,12.15570296098735,3.252864197323314
165,22.694145643825948,49.62404783220444,0.01989197610566663,0.4097524990097539,0.5161136849564841,2.8702497557142674,14.297429602628164,12.068597500195699,3.3160958891342625
166,26.363146025748488,43.87063500941421,0.03003662488737792,0.37799941170219825,0.027988950325183004,1.5460877115966865,15.144707905771039,12.245246277325755,3.026278914093757
167,25.269901932211727,37.67828234155072,0.02019967916536019,0.4332887133011784,0.0544268964772433,1.936388314325003,17.507244137541605,11.886924066467346,3.4008322127962898
168,24.18672420468382,45.211259244843944,0.011697741203589391,0.45139157942161484,0.37114397320797776,2.7774433614771925,16.064972772872267,12.014710108649064,2.929367519321698
169,24.41847494772913,38.30252969602512,0.007524615394026695,0.43386881479877315,0.8849415642419681,2.6057061709816143,12.126105245286206,12.438882364499005,2.961619474087186
170,23.190424609141218,41.20894393321147,0.011904054170444213,0.3478778339969638,0.7908323034015842,2.98846647677726,11.26014013906051,12.11705624717992,3.0013136650405743
171,25.39214440296416,51.56660314382728,0.023923337524143586,0.40498228834309963,0.11015364191156385,1.7279911857408066,17.15313766071465,12.116559214783402,2.961060975441999
172,23.59003303931844,46.70416192147912,0.023436022623597102,0.3544284218568274,0.49483095874334804,2.262422713502775,12.106141129147952,11.846491324824429,2.906836825540821
173,22.048788472465503,49.060045992617916,0.011994928994043313,0.40482773731499166,0.6045872709781563,2.3518100317828137,9.003928861958613,11.916685155492893,2.7855424657877004
174,21.944124851360762,44.58733878673941,0.0,0.3546231651490043,0.4811892428350897,2.5832818939943007,19.86652990360851,11.799408680209453,2.7017634913548205
175,24.845175835444238,54.78495122214052,0.02420012763672165,0.4638581668677393,0.6975666369790611,2.5179386872677156,8.256288462054744,12.336182522657104,3.0332283266299966
176,27.65818251282087,36.03525165727232,0.011022926010247491,0.43916657345099214,0.9972631580895212,2.7345388910086412,5.06117969978656,11.68835787038067,3.3595021795037736
